tsne_1,tsne_2,dataset_source
42.78096,-8.621885,Real Data
-24.961775,-17.484749,Real Data
-6.8031507,-3.39624,Real Data
27.52754,-5.323972,Real Data
46.062695,-9.3566475,Real Data
34.1271,46.306763,Real Data
2.4814746,-38.29054,Real Data
2.0880241,4.0029445,Real Data
-1.6301739,2.9493713,Real Data
58.04087,5.220759,Real Data
26.377748,-5.172866,Real Data
-53.334087,19.866047,Real Data
-55.582523,-22.66491,Real Data
50.076916,26.095427,Real Data
27.571856,39.76018,Real Data
-15.9666605,13.535571,Real Data
37.745358,-9.846195,Real Data
5.5074677,3.8646674,Real Data
-49.551796,4.634023,Real Data
8.166154,50.749416,Real Data
6.382591,-3.4843333,Real Data
30.184668,-38.40427,Real Data
-17.927387,-4.533062,Real Data
-2.3137755,-7.8446407,Real Data
-24.853271,-15.510682,Real Data
-63.037468,23.147308,Real Data
-65.721115,19.816442,Real Data
6.9599967,-37.141865,Real Data
-27.467466,44.452244,Real Data
-36.919563,16.759558,Real Data
-30.895987,-31.408085,Real Data
-68.896126,-25.77356,Real Data
-59.546833,-25.598042,Real Data
-61.840305,-18.729591,Real Data
-23.375195,-17.989698,Real Data
5.154987,-32.06446,Real Data
55.061264,13.12184,Real Data
-65.06281,-2.723306,Real Data
37.50404,47.275307,Real Data
-4.3931823,-16.460024,Real Data
-3.695577,-35.64375,Real Data
-6.9181232,15.5438795,Real Data
-20.611282,3.6269915,Real Data
-46.540825,-14.104299,Real Data
49.03138,-0.14557478,Real Data
29.80649,-10.98101,Real Data
-54.249565,-10.5720005,Real Data
-18.343418,14.360948,Real Data
20.13572,6.4378448,Real Data
59.71269,27.662899,Real Data
-54.982082,15.663094,Real Data
27.35858,11.920937,Real Data
-21.964552,-5.800806,Real Data
2.2333944,-25.473835,Real Data
-39.53726,16.310856,Real Data
-20.081673,9.874546,Real Data
-34.633568,-23.362093,Real Data
45.941128,-22.005404,Real Data
33.38197,33.955906,Real Data
29.65315,-20.537563,Real Data
37.81406,25.253736,Real Data
-60.374084,-16.648232,Real Data
-43.219265,-38.715565,Real Data
24.579878,48.608173,Real Data
-68.145584,-12.768699,Real Data
1.9740051,20.528475,Real Data
6.0254383,-42.467842,Real Data
-0.5153244,45.501225,Real Data
4.75925,-1.7307093,Real Data
-10.575654,11.643551,Real Data
-21.113342,-33.52877,Real Data
-3.4296036,-43.3741,Real Data
-6.1246786,-45.23061,Real Data
-32.84021,-34.635006,Real Data
36.224308,10.442874,Real Data
50.464794,-13.800832,Real Data
-35.088818,11.9721985,Real Data
17.594946,0.525429,Real Data
-34.633694,-23.360415,Real Data
-29.905592,-17.949854,Real Data
-57.0707,-2.4803848,Real Data
-50.781677,-6.693234,Real Data
-24.406548,-20.86575,Real Data
-6.8099165,-48.331837,Real Data
22.749641,13.115327,Real Data
51.49724,36.386787,Real Data
3.1030235,-3.0217388,Real Data
-30.409372,-20.639883,Real Data
-25.174072,-12.572824,Real Data
-6.945644,-35.874626,Real Data
38.785107,-1.8661206,Real Data
35.09406,32.056664,Real Data
-46.020424,1.1503028,Real Data
19.557613,39.224304,Real Data
-61.80906,3.7321384,Real Data
26.37663,-5.1746984,Real Data
-14.611424,-7.2729692,Real Data
24.376617,35.435673,Real Data
26.010757,2.2970643,Real Data
-55.341076,-0.34564593,Real Data
2.5000827,46.081364,Real Data
-43.50502,-15.390879,Real Data
49.669605,12.30514,Real Data
-34.463818,-11.486798,Real Data
-32.837036,-17.985012,Real Data
10.943755,28.480074,Real Data
10.6731205,44.38448,Real Data
63.070946,12.692431,Real Data
55.346912,-21.004126,Real Data
-46.17227,17.745176,Real Data
11.497883,-6.4869375,Real Data
43.797707,-8.267286,Real Data
-75.790634,-14.262412,Real Data
63.083553,-25.132088,Real Data
27.579594,17.957392,Real Data
-64.110176,7.5748115,Real Data
51.206898,-15.847102,Real Data
-30.419844,0.5332891,Real Data
-15.596127,0.6155273,Real Data
-28.982187,-1.4224217,Real Data
1.2746756,-46.516865,Real Data
42.090733,-18.4754,Real Data
-6.802617,-3.3955147,Real Data
52.548565,20.15342,Real Data
9.3019085,-34.16379,Real Data
24.774282,-27.751297,Real Data
-15.820956,-26.170406,Real Data
57.913876,-10.887265,Real Data
-46.09764,17.717196,Real Data
-2.1399674,-9.504527,Real Data
-33.747375,-26.427652,Real Data
22.820263,55.40051,Real Data
-24.913382,-13.988995,Real Data
44.335773,24.578934,Real Data
2.1348977,-39.71835,Real Data
-47.103947,5.6497273,Real Data
-17.739464,-21.938244,Real Data
-38.923775,-22.230515,Real Data
-8.459578,-39.46521,Real Data
46.429924,-8.7199335,Real Data
-53.611473,-6.933668,Real Data
0.27628765,-30.360792,Real Data
3.6488738,-30.868668,Real Data
23.09949,-25.384783,Real Data
-5.41204,11.421844,Real Data
40.867237,38.622692,Real Data
6.474039,17.848423,Real Data
-35.719753,-35.800434,Real Data
-46.946507,3.8210757,Real Data
-5.829173,-28.241135,Real Data
43.56317,-32.40316,Real Data
20.245262,-46.975357,Real Data
-44.274986,-36.99357,Real Data
67.27375,5.4786463,Real Data
-24.852331,-15.512266,Real Data
1.615269,-1.9004817,Real Data
-30.52783,5.0830655,Real Data
-41.05003,-29.941439,Real Data
14.316502,-37.965294,Real Data
37.59851,-33.31661,Real Data
-47.887943,30.62804,Real Data
-61.311104,2.2002296,Real Data
-54.429256,13.980507,Real Data
-63.979465,11.374013,Real Data
-39.54059,4.540673,Real Data
47.276333,-13.201265,Real Data
65.409546,8.076223,Real Data
27.760986,35.08154,Real Data
6.72864,21.062294,Real Data
35.044266,-14.175089,Real Data
-4.8811107,-21.918324,Real Data
58.108154,35.445675,Real Data
42.33454,-1.1286482,Real Data
-49.853634,19.938461,Real Data
26.24333,44.679672,Real Data
61.98425,2.2248194,Real Data
-14.357877,-4.5197315,Real Data
-16.684595,-26.146557,Real Data
-37.247227,-19.778595,Real Data
57.596546,-12.439805,Real Data
18.28415,-37.443977,Real Data
-61.50758,1.91111,Real Data
48.783348,27.625574,Real Data
36.858273,-24.233995,Real Data
-9.654772,-23.704367,Real Data
31.204031,33.43772,Real Data
-11.499497,-35.602245,Real Data
19.236212,32.94822,Real Data
22.138845,-43.370323,Real Data
-25.705324,-20.437239,Real Data
50.120396,17.248371,Real Data
-52.866257,8.160238,Real Data
52.864323,-23.050365,Real Data
25.825014,-29.216314,Real Data
2.0952933,-40.84065,Real Data
54.924446,20.318613,Real Data
22.492374,-18.635088,Real Data
-71.38974,0.9062922,Real Data
-6.4768333,-24.565336,Real Data
10.7928,14.349461,Real Data
-62.497242,-10.013925,Real Data
31.59363,-6.3011394,Real Data
-36.784092,-39.76393,Real Data
-23.614426,-40.94407,Real Data
-23.461164,-15.213795,Real Data
12.0085535,25.98022,Real Data
-66.32991,13.323625,Real Data
45.717587,-16.731966,Real Data
-17.588854,-1.852836,Real Data
27.861374,29.142574,Real Data
-34.129765,21.032858,Real Data
61.18014,-6.804221,Real Data
-58.86014,-13.721269,Real Data
26.321829,21.385368,Real Data
4.928497,35.03928,Real Data
-21.962984,-5.8016825,Real Data
2.3147013,24.178448,Real Data
-7.1454115,-12.844695,Real Data
-48.29323,-7.6269417,Real Data
-38.119503,5.4431543,Real Data
-22.628609,-46.123394,Real Data
48.465828,-24.094997,Real Data
-18.69333,9.356101,Real Data
27.566498,5.573861,Real Data
13.758739,0.40871784,Real Data
-40.770325,0.5860593,Real Data
13.596942,24.997786,Real Data
-37.113354,-30.29549,Real Data
25.31795,-22.265093,Real Data
32.866325,46.40328,Real Data
26.849146,12.209003,Real Data
-11.009974,4.818972,Real Data
64.23357,-15.921261,Real Data
40.949432,-20.88234,Real Data
-58.572018,21.723589,Real Data
-60.217686,-7.9988837,Real Data
-53.073868,-23.238316,Real Data
-0.78154474,-14.891218,Real Data
27.3528,46.33967,Real Data
34.454086,37.4,Real Data
-62.94519,-13.3534,Real Data
30.871695,-37.358906,Real Data
28.098045,0.40751392,Real Data
-20.029915,0.2990003,Real Data
-6.5696387,-47.55079,Real Data
-58.609493,-26.37664,Real Data
54.67053,1.2519231,Real Data
-50.301273,4.3508325,Real Data
26.376396,-5.1738133,Real Data
-45.75646,-26.929232,Real Data
-41.82864,-39.321465,Real Data
-67.744736,9.560286,Real Data
-60.91343,-12.760719,Real Data
18.784468,32.71894,Real Data
-7.457695,19.216642,Real Data
21.013388,-24.96088,Real Data
32.86636,46.403908,Real Data
-23.226372,-12.484141,Real Data
-19.300867,23.118834,Real Data
-32.367485,-27.227959,Real Data
-39.992165,31.975521,Real Data
-55.328342,-0.5317754,Real Data
20.48927,3.4233887,Real Data
57.844986,6.9101768,Real Data
-0.028453108,-19.61094,Real Data
-55.579575,-22.66203,Real Data
56.49031,-1.3229845,Real Data
53.973305,-9.650212,Real Data
55.264652,34.11829,Real Data
-62.570072,5.950941,Real Data
-49.287636,-24.889746,Real Data
-68.047646,5.0487,Real Data
59.45474,7.212622,Real Data
-61.809086,3.7324214,Real Data
55.46615,-18.489353,Real Data
-17.933655,-4.5327673,Real Data
32.918922,11.9398,Real Data
3.6247482,-11.253472,Real Data
27.270658,-8.096805,Real Data
-7.1161237,8.452998,Real Data
-40.694263,18.140522,Real Data
21.020258,-9.289792,Real Data
37.822098,-6.726082,Real Data
33.564342,51.48201,Real Data
-33.100243,-6.3067784,Real Data
-35.755512,-35.613914,Real Data
8.634275,41.831417,Real Data
41.88522,41.339275,Real Data
-53.16485,-5.2698402,Real Data
-19.92635,-45.468555,Real Data
58.624943,4.810311,Real Data
28.372412,33.981354,Real Data
54.885838,13.68028,Real Data
33.1189,41.82251,Real Data
22.978468,14.862065,Real Data
-65.5559,-13.689985,Real Data
33.497128,13.019469,Real Data
33.683556,47.61951,Real Data
-46.940823,19.636402,Real Data
-31.913622,-19.201385,Real Data
-0.8849994,41.518166,Real Data
10.416563,-29.209421,Real Data
26.093266,2.4149995,Real Data
65.31297,4.7860856,Real Data
-18.699463,-7.7850347,Real Data
19.174112,39.045986,Real Data
-8.60924,-53.72494,Real Data
-30.683887,-40.9443,Real Data
-36.931995,16.494267,Real Data
31.074621,36.54218,Real Data
7.79141,17.888813,Real Data
34.400696,28.340637,Real Data
29.820137,-17.58949,Real Data
50.856457,-19.081594,Real Data
-29.708353,-32.569096,Real Data
-10.2136755,30.329815,Real Data
-2.3942916,13.884058,Real Data
18.012993,-1.8401505,Real Data
62.01729,-10.23662,Real Data
18.913248,29.386124,Real Data
21.316456,26.838482,Real Data
12.223461,-37.598618,Real Data
-62.853634,2.862318,Real Data
11.413745,-12.372388,Real Data
-17.594378,-1.8301642,Real Data
7.544328,59.60357,Real Data
34.678925,-17.657825,Real Data
-8.701227,-53.306957,Real Data
38.368233,41.725597,Real Data
44.09527,-7.921648,Real Data
1.1640933,40.973072,Real Data
42.305405,-10.33944,Real Data
-46.94787,3.8184266,Real Data
-7.140561,-32.319508,Real Data
-19.720953,-4.122071,Real Data
-15.096461,-34.52889,Real Data
4.6396384,-29.085936,Real Data
14.004905,-33.62707,Real Data
26.350067,47.392246,Real Data
-17.934608,-4.5333056,Real Data
-29.711323,-32.56842,Real Data
-17.597654,-1.8277808,Real Data
21.98267,-47.625748,Real Data
41.583923,8.421033,Real Data
37.535828,47.093716,Real Data
54.08887,-5.5943413,Real Data
-5.739162,0.32969412,Real Data
-2.657961,37.471237,Real Data
21.078604,-13.3373995,Real Data
-47.10385,5.6457596,Real Data
-4.657946,21.055868,Real Data
3.0139441,-1.0447485,Real Data
31.772663,37.050606,Real Data
-30.61754,39.38984,Real Data
6.1443934,19.655024,Real Data
-3.133655,52.10248,Real Data
-71.69096,-8.235063,Real Data
48.104477,3.1271777,Real Data
-28.427223,2.6275637,Real Data
69.59872,1.9662069,Real Data
-48.30063,-26.042124,Real Data
20.098305,9.418166,Real Data
-31.43177,-37.19683,Real Data
44.972683,-20.363901,Real Data
-11.112732,22.08965,Real Data
36.437233,-8.666528,Real Data
-28.118357,-16.376122,Real Data
-40.694073,18.130308,Real Data
60.56644,-10.915608,Real Data
34.708584,19.948868,Real Data
34.920105,21.174744,Real Data
-14.331642,17.51406,Real Data
-6.3972287,9.196326,Real Data
-13.420327,-49.236626,Real Data
37.155895,36.179466,Real Data
24.774414,-27.751297,Real Data
-38.917496,-27.10129,Real Data
13.797287,14.674141,Real Data
5.0961514,-29.981688,Real Data
-43.910927,-9.671173,Real Data
35.064415,45.957993,Real Data
-28.390787,6.102219,Real Data
-5.241228,14.544376,Real Data
21.927671,-39.60438,Real Data
-2.7385464,-25.540535,Real Data
-1.8232169,-32.36391,Real Data
53.176376,-24.448942,Real Data
-53.610836,-6.9367433,Real Data
-18.537971,47.071316,Real Data
-59.056282,-18.006567,Real Data
-29.70689,-32.573254,Real Data
34.70384,38.993446,Real Data
-38.88365,-26.045734,Real Data
12.013765,-21.268465,Real Data
31.236881,47.51519,Real Data
-58.89114,12.519007,Real Data
17.366213,-48.319263,Real Data
-21.09346,38.38394,Real Data
44.175785,9.126776,Real Data
-65.0513,9.236502,Real Data
-35.90559,-32.749767,Real Data
-24.166777,21.5007,Real Data
13.141623,41.592094,Real Data
-32.636322,-9.827824,Real Data
-46.89587,8.723244,Real Data
61.975063,8.67411,Real Data
18.448116,-70.15002,Real Data
-72.194786,-30.895247,Real Data
32.186707,-28.21045,Real Data
43.457436,15.042007,Real Data
-30.224724,10.827734,Real Data
-12.284831,16.595154,Real Data
-26.379547,-5.893863,Real Data
26.736267,4.601151,Real Data
19.618603,22.254574,Real Data
-2.84206,35.592552,Real Data
-42.700527,-40.004196,Real Data
-5.240948,14.553246,Real Data
35.33292,40.780888,Real Data
-33.71307,0.75696385,Real Data
-58.9631,18.130627,Real Data
13.306688,9.968426,Real Data
-43.65556,-26.138866,Real Data
17.359674,27.603256,Real Data
19.825481,-45.63284,Real Data
47.471756,12.667632,Real Data
-3.0401704,-37.341454,Real Data
-8.995451,-21.907888,Real Data
15.249262,24.236849,Real Data
-13.043947,16.566868,Real Data
5.4806643,-48.71031,Real Data
6.2936,3.3464265,Real Data
-3.560202,-0.0003782336,Real Data
-21.079529,16.15883,Real Data
49.856808,-18.42923,Real Data
7.249006,13.460434,Real Data
-7.3574386,-9.188513,Real Data
29.62025,30.795649,Real Data
-4.9593925,0.19040588,Real Data
-8.602991,10.434881,Real Data
-30.762787,-22.510498,Real Data
-27.490456,-4.7258506,Real Data
31.433752,-7.779711,Real Data
-17.589285,-1.8880017,Real Data
16.899675,26.782677,Real Data
-49.54161,-15.188244,Real Data
10.446001,34.044025,Real Data
62.62187,5.0760865,Real Data
54.421432,-15.193965,Real Data
-39.893948,-22.947691,Real Data
-24.872904,32.222794,Real Data
60.19243,-0.20897156,Real Data
-12.493112,-19.940735,Real Data
54.85567,4.56856,Real Data
65.40834,8.080228,Real Data
24.132355,28.86907,Real Data
-54.98251,15.663334,Real Data
28.092947,-5.378045,Real Data
-2.9739304,-20.095423,Real Data
-53.165897,-17.51484,Real Data
-6.5387363,-34.32728,Real Data
-23.963093,-20.66097,Real Data
-17.93689,-4.5364175,Real Data
46.62536,5.0238247,Real Data
-20.302584,3.7117465,Real Data
52.757362,25.390987,Real Data
45.607864,-27.902578,Real Data
-43.171062,17.078476,Real Data
-32.80344,7.331189,Real Data
48.83506,39.60577,Real Data
-48.434013,0.39472574,Real Data
51.820076,-11.369019,Real Data
36.67857,9.646501,Real Data
21.981226,-43.22272,Real Data
25.272943,-9.61287,Real Data
14.554406,15.730562,Real Data
-14.406996,-29.098953,Real Data
-51.116436,-3.1136205,Real Data
-31.54277,-10.603346,Real Data
-3.2655985,11.494875,Real Data
14.65453,38.12668,Real Data
-37.566505,21.005304,Real Data
22.56966,4.076056,Real Data
-13.066165,-1.3490938,Real Data
-2.5150702,-18.410645,Real Data
58.343307,-22.854717,Real Data
21.141466,-42.167274,Real Data
-47.502056,-13.546659,Real Data
15.703043,10.770544,Real Data
-25.42719,21.566816,Real Data
41.423508,-12.00864,Real Data
-12.290714,-10.728392,Real Data
40.995007,22.823431,Real Data
3.822781,1.8855867,Real Data
61.904976,3.2539313,Real Data
-22.227985,-7.3901634,Real Data
63.962692,-3.2513728,Real Data
-3.4250019,29.174997,Real Data
-79.97946,-9.62361,Real Data
-34.671955,-27.492552,Real Data
-70.9031,-11.810509,Real Data
11.874348,-37.37356,Real Data
-18.677677,-45.48041,Real Data
-50.642395,10.278961,Real Data
-23.770262,-20.731985,Real Data
7.6164637,-3.9102492,Real Data
-27.468348,-44.380333,Real Data
26.099993,37.024193,Real Data
57.901466,-17.479456,Real Data
-34.2076,-28.974575,Real Data
4.43905,62.166843,Real Data
-21.682682,-34.14928,Real Data
-36.751045,-22.84276,Real Data
-0.65678865,-11.725111,Real Data
62.016254,-10.235176,Real Data
26.244526,44.677788,Real Data
7.7899733,17.889416,Real Data
-23.502254,-5.320989,Real Data
-55.5629,6.759649,Real Data
-56.08092,-1.9039563,Real Data
-64.05829,0.43079302,Real Data
-38.009663,33.448082,Real Data
-18.603037,10.960796,Real Data
-9.325453,2.802285,Real Data
45.996517,-3.0473256,Real Data
-58.67527,-5.7862263,Real Data
-56.008003,10.96647,Real Data
5.150545,26.15983,Real Data
-49.859932,-12.43013,Real Data
38.38554,36.429592,Real Data
-60.059414,20.76564,Real Data
20.122248,-44.540585,Real Data
-64.05737,0.43075356,Real Data
-18.810904,-43.855446,Real Data
-29.303028,-18.151934,Real Data
-37.908733,-37.031506,Real Data
-50.511936,-24.687023,Real Data
34.12928,46.307293,Real Data
-25.817783,23.662268,Real Data
-54.103848,8.896714,Real Data
-11.7249155,-41.026684,Real Data
38.719215,15.995233,Real Data
-33.508896,-21.374706,Real Data
34.985798,-3.1461418,Real Data
31.48242,53.276363,Real Data
-10.935788,-39.32939,Real Data
65.69582,1.0961077,Real Data
-48.43595,0.39296708,Real Data
-46.679768,-28.946424,Real Data
-18.345623,14.361012,Real Data
-33.74877,-26.430641,Real Data
25.10541,-13.456228,Real Data
11.073561,-40.780174,Real Data
-63.02177,-32.505726,Real Data
-40.687805,18.181673,Real Data
8.688163,-31.900019,Real Data
48.235065,-1.383576,Real Data
14.843666,-3.9725857,Real Data
-12.197069,-15.456184,Real Data
-65.14398,19.072418,Real Data
-16.202002,12.687769,Real Data
-5.9462895,40.148678,Real Data
37.23388,13.223183,Real Data
-25.379986,8.073554,Real Data
28.737682,23.962063,Real Data
-51.55988,-4.1478114,Real Data
-3.2928128,-46.421207,Real Data
-68.06774,9.768283,Real Data
36.33549,-9.950671,Real Data
63.087543,-23.736435,Real Data
26.349218,47.394596,Real Data
-30.14692,3.4145386,Real Data
59.96341,5.8263855,Real Data
41.093433,7.2159367,Real Data
-48.58768,2.5345225,Real Data
-45.85634,4.6048603,Real Data
35.28035,-3.5037992,Real Data
12.33668,-7.632231,Real Data
26.37469,36.70292,Real Data
38.00438,19.301304,Real Data
-3.0361443,49.6098,Real Data
13.052536,19.742485,Real Data
-37.18528,2.4555147,Real Data
-68.91987,-7.6521544,Real Data
-27.979647,38.413784,Real Data
-31.04961,-0.14329787,Real Data
-14.121637,19.019753,Real Data
-8.87181,-27.263216,Real Data
-11.53933,6.5864215,Real Data
-54.10336,8.896797,Real Data
-6.656749,-35.176823,Real Data
-19.509762,24.269825,Real Data
-23.320757,-6.51245,Real Data
67.44578,9.293576,Real Data
-32.77004,-35.614067,Real Data
4.136154,42.897808,Real Data
6.1658626,-19.098707,Real Data
15.998986,27.265196,Real Data
39.26849,14.488134,Real Data
-24.920788,5.6124525,Real Data
15.573276,15.118145,Real Data
-49.860607,-12.427701,Real Data
-9.61201,-23.82095,Real Data
24.564169,54.84516,Real Data
-5.017683,-22.270628,Real Data
31.646624,10.253928,Real Data
-30.698683,-40.94743,Real Data
-66.45542,13.340202,Real Data
58.775185,4.6972895,Real Data
53.818886,6.6046214,Real Data
-68.14514,-12.768974,Real Data
-53.308582,10.457542,Real Data
34.77873,-42.301975,Real Data
-51.990635,22.714743,Real Data
22.908195,9.623996,Real Data
38.776024,16.000774,Real Data
-47.47286,-34.86749,Real Data
46.62509,5.02248,Real Data
25.040758,-12.857733,Real Data
49.400043,-8.675729,Real Data
6.1736317,33.070255,Real Data
-18.598236,10.960548,Real Data
-72.06726,-24.355562,Real Data
2.2956228,7.198106,Real Data
-15.595302,0.613079,Real Data
44.602333,27.142626,Real Data
-39.765026,31.60643,Real Data
-76.94358,10.14213,Real Data
35.849197,-35.725952,Real Data
5.1503854,27.094173,Real Data
-4.725026,12.586593,Real Data
-10.094698,21.349495,Real Data
58.388695,4.245762,Real Data
60.58148,9.370146,Real Data
52.22894,-18.821232,Real Data
55.903076,-12.5194025,Real Data
-28.015484,-29.759922,Real Data
14.497032,31.739954,Real Data
-54.72401,-4.106917,Real Data
23.278666,26.66359,Real Data
-10.910297,-24.793213,Real Data
-64.56896,-5.3476944,Real Data
25.472723,24.705027,Real Data
60.004253,33.72358,Real Data
-5.6544614,-40.45939,Real Data
2.418462,-41.79504,Real Data
36.205868,25.27539,Real Data
-30.403557,-20.641327,Real Data
-12.092363,20.738335,Real Data
14.0965,39.9759,Real Data
28.367699,33.980877,Real Data
-55.10789,5.105344,Real Data
31.960825,-48.078888,Real Data
55.134895,4.10867,Real Data
-14.472714,51.155262,Real Data
-43.127506,40.31803,Real Data
-71.3917,0.9047675,Real Data
11.334713,-22.31507,Real Data
33.250347,-33.672382,Real Data
-6.5061955,-26.091602,Real Data
-18.929325,13.270525,Real Data
-13.377674,-1.4128693,Real Data
35.644905,23.689772,Real Data
-18.698723,-7.78414,Real Data
-40.89754,-40.953075,Real Data
-30.551502,-2.75152,Real Data
-66.39731,4.619868,Real Data
28.995483,-16.75023,Real Data
-48.068832,-15.511667,Real Data
29.016838,56.52798,Real Data
34.34922,28.181957,Real Data
-49.500145,3.4374356,Real Data
-4.0373583,-8.765357,Real Data
37.564827,7.590439,Real Data
-12.415673,22.461233,Real Data
-26.102493,33.20444,Real Data
5.313314,-42.35252,Real Data
19.744785,16.595675,Real Data
-46.084106,-7.619971,Real Data
59.358128,-7.2275243,Real Data
68.71027,-18.50835,Real Data
-20.265425,37.1421,Real Data
-34.53394,-50.421448,Real Data
-13.48717,-47.558907,Real Data
1.8930689,-51.965,Real Data
37.79058,48.100803,Real Data
20.457108,-3.209396,Real Data
34.624264,1.79529,Real Data
41.30367,-6.4763217,Real Data
12.138067,-13.315949,Real Data
